id;actorId;action;resource;resourceId;before;after;metadata;ip;userAgent;severity;createdAt
1f3d2ac9-d4a2-4b56-8ca4-936b54bd369a;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT; Windows NT 10.0; pt-BR) WindowsPowerShell/5.1.26100.7920";INFO;2026-04-10T01:57:05.418Z
ec599a5f-bb54-4e17-a575-1ab71fd85f44;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT; Windows NT 10.0; pt-BR) WindowsPowerShell/5.1.26100.7920";INFO;2026-04-10T01:58:14.739Z
3a16b066-05d3-4e22-a1a8-727fc3747cf5;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";INFO;2026-04-10T01:59:50.297Z
7d4dccea-e3c7-4ba8-abb0-90da25535a6e;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";INFO;2026-04-10T02:22:59.834Z
8bca2735-c119-40af-a73e-a5e47e796d2d;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";INFO;2026-04-10T02:42:26.070Z
4387a890-1815-40c8-88bf-9b427e0e8670;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";INFO;2026-04-10T02:57:38.478Z
00c524aa-4c98-400f-96fb-0a9976de8c38;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";INFO;2026-04-10T03:13:22.472Z
14b70614-90e5-4e93-b12c-338e27799d20;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-21T22:37:39.899Z
ed72239f-5acd-4cf5-84a3-1f2bd08b9e66;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-21T22:46:53.480Z
48e3166f-ab62-4bc1-9203-9270816eb62e;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-22T12:28:17.133Z
60065f56-f73f-4cc9-92ae-48212e6bb9a0;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-22T15:56:39.685Z
a1ee3006-ab57-4370-bc77-01d51ae6f1f8;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";127.0.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-22T16:39:28.364Z
020ee8ad-a5ab-40a2-b73f-28ea10f0361a;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";127.0.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-22T16:43:50.749Z
14c02854-8587-462a-a420-00887bb4c659;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;127.0.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-22T17:07:32.856Z
8cb8de06-0cde-4dba-8c4a-9b121e497909;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-22T17:34:10.737Z
c82c477c-d10b-4df3-9aee-0e6eb8130e37;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";::ffff:172.18.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-22T17:38:39.485Z
203c8f11-9b58-4c48-a40e-7fedf4f0ca0c;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;127.0.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-22T17:57:21.443Z
e0eb35c6-3890-44e0-9b2e-8dc872d750bf;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";172.18.0.1;"Mozilla/5.0 (Windows NT; Windows NT 10.0; pt-BR) WindowsPowerShell/5.1.26100.8115";INFO;2026-04-23T14:26:12.668Z
885bf2e6-fae7-4fb9-ba9f-c4afccf3b0d9;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_REFRESH_TOKEN;auth;;;;;127.0.0.1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36";INFO;2026-04-23T14:28:33.603Z
e4f4f64b-eade-405e-9456-1945ae43007a;b7be9627-c5ea-4b18-9330-0447b12227fd;AUTH_LOGIN_SUCCESS;auth;;;;"{""email"":""admin@oms.local""}";172.18.0.1;axios/1.15.2;INFO;2026-04-23T14:37:58.847Z
7a78ec33-68a0-41d2-a9a8-b24c705f0775;b7be9627-c5ea-4b18-9330-0447b12227fd;CLIENT_CREATED;client;41f5db79-166d-4ff5-b353-a79fe5f695bd;;"{""name"":""Cliente Integracao 1776955077770"",""type"":""BUSINESS"",""taxId"":""77112233007770""}";;;;INFO;2026-04-23T14:37:59.289Z
9bf3680a-0f56-422a-be48-257bc0423a8b;b7be9627-c5ea-4b18-9330-0447b12227fd;SERVICE_ORDER_CREATED;service_order;768234ae-35a9-4b76-adf0-420056500dc4;;"{""status"":""SCHEDULED"",""priority"":""HIGH"",""orderNumber"":14}";;;;INFO;2026-04-23T14:37:59.629Z
